,date,year,month,day,title,nouns_title,press,contents
0,2021-05-01,2021,5,1,"DGB대구은행, 은행권 중금리대출 실적 1위",DGB 대구 은행 은행권 금리 대출 실적,글로벌이코노믹,DGB대구은행의 중금리대출 실적이 지방은행뿐만 아니라 은행권 전체에서 가장 많은 것으로 나타났다. 시중은행들이 최근 2년간 중금리대출 규모를 40% 줄이는 동안 대구은행은 같은 기간 10배 이상 늘린 결과다....
1,2021-05-01,2021,5,1,"DGB대구은행, 어버이날 맞이 효(孝) 마스크 지원",DGB 대구 은행 어버이날 맞이 마스크 지원,경북신문,DGB대구은행(은행장 임성훈)은 다가오는 어버이날을 맞아 지역 내 방역취약계층 어르신들의 코로나19 극복에 힘을 보태고자 마스크 5만7천여장을 전달한다고 30일 밝혔다. 대한적십자사 대구지사(회장 송준기)에 전달된...
2,2021-05-01,2021,5,1,은행·비은행 동반성장…지방금융지주 1분기 '好好好',은행 은행 동반성 지방 금융 지주 1분 好好好,미디어펜,"DGB금융의 순이익은 지난해 1분기에 견줘 40% 급증했다. 핵심 계열사인 대구은행은 16.3% 신장한 915억원의 순이익을 올렸다. 시장금리 하락세가 진정되면서 이자이익이 회복됐고, 지역 경기가 정상화되면서..."
3,2021-05-01,2021,5,1,"DGB대구銀, 코로나 대응 관련 ‘유공 행정안전부 장관표창’",DGB 대구 코로나 대응 관련 유공 행정안전부 장관 표창,더퍼블릭,DGB대구은행(이하 대구은행)은 코로나19 재난 방역 적극 참여 및 지역사회 지원활동을 통한 사회적 기업으로서의 사회적 가치 구현에 기여한 공을 인정받아 ‘2021년 코로나19 대응 유공 표창’ 행정안전부 장관표창을...
4,2021-05-01,2021,5,1,"대구은행, 방역취약계층 어르신 대상 KF94 마스크 전달",대구 은행 방역 취약 계층 어르신 대상 KF 94 마스크 전달,일요신문,"- DGB대구은행, 어버이날 맞아 효(孝) 마스크 지원 DGB대구은행(은행장 임성훈)이 어버이날을 맞아 지역 내 방역취약계층 어르신들을 대상으로 마스크을 전달한다. 대한적십자사 대구지사(회장 송준기)에 전달된 이번..."
5,2021-05-01,2021,5,1,지방금융그룹도 1분기 사상최대 실적…비은행 계열 선전,지방 금융 그룹 1분 사상 최대 실적 은행 계열 선전,e대한경제,"시장금리 상승세에 힘입어 대구은행의 순이자마진이 회복한 데 이어, 비은행 계열인 하이투자증권과 DGB캐피탈 등의 이익이 증가하면서 최대 실적을 기록한 것이다. 특히 하이투자증권은 최근 동학개미..."
6,2021-05-01,2021,5,1,"DGB대구은행, 어버이날 맞이 효(孝) 마스크 지원",DGB 대구 은행 어버이날 맞이 마스크 지원,국제뉴스,"▲사진 좌: 서문선 DGB대구은행 경영기획본부장, 송준기 대한적십자사 대구지사 회장 ▲사진 우: 전광채 DGB대구은행 사회공헌홍보부장, 서문선 DGB대구은행 경영기획본부장, 송준기 대한적십자사 대구지사 회장..."
7,2021-05-02,2021,5,2,'호실적' 금융지주계열 캐피탈·저축銀…충당금적립 먹구름,호실 금융 주계열 캐피탈 저축 충당금 적립 먹구름,이코노믹리뷰,대구은행 이자이익이 회복되고 비은행 계열사인 DGB캐피탈과 하이투자증권의 이익이 증가했기 때문이다. DGB캐피탈의 1분기 총 영업이익은 339억원으로 전년 동기 대비 28.4% 늘어났다. 반면 충당금전입액은 전년도와...
8,2021-05-02,2021,5,2,"DGB대구銀, 어버이날 맞이 ‘孝’ 마스크 지원",DGB 대구 어버이날 맞이 마스크 지원,더퍼블릭,DGB대구은행(은행장 임성훈)은 다가오는 어버이날을 맞아 지역 내 방역취약계층 어르신들의 코로나19 극복에 힘을 보태고자 마스크 5만7천여장을 전달할 예정이다. 대한적십자사 대구지사(회장 송준기)에 전달된 이번...
9,2021-05-02,2021,5,2,"대구시, 지역 빅데이터 역량 집결을 위해 머리 맞댄다",대구시 지역 빅데이터 역량 집결 위해 머리 맞대다,아시아투데이,"2일 대구시에 따르면 이날 회의에는 동북지방통계청, 한국지능정보사회진흥원을 비롯해 경북대, DGB 대구은행, ICT 산업 협회 등 각계 전문가들이 참여해 빅데이터 활성화를 위한 실질적인 지원정책을 논의했다.코로나19로..."
10,2021-05-02,2021,5,2,'한 숨 돌린' BNK·JB·DGB금융 순익 39% 급등…날개 단 비은행,돌리다 BNKJBDGB 금융 39% 급등 날개 은행,에너지경제,"DGB대구은행 1분기 순이익은 915억원으로, 1년 전에 비해 16.3% 상승했다. 지방금융지주는 지역 경제 침체와 코로나19까지 맞물려 한동안 암흑의 터널을 지나고 있는 듯 했으나, 올해는 은행 부문과 비은행 부문이..."
11,2021-05-02,2021,5,2,"DGB대구은행, ‘코로나19 적극대응’ 공로 행정안전부 장관 표창",DGB 대구 은행 코로나 19 적극 대응 공로 행정안전부 장관 표창,뉴데일리,뉴데일리 강승탁 기자 = DGB대구은행(이하 대구은행)은 코로나19 재난 방역 적극 참여와 지원 활동 공로를 인정받아 ‘2021년 코로나19 대응 유공 표창’ 행정안전부 장관표창을 수상했다고 30일 밝혔다. 코로나19 대응...
12,2021-05-02,2021,5,2,"DGB대구은행, 어버이날 맞아 방역취약계층 효 마스크 지원",DGB 대구 은행 어버이날 맞다 방역 취약 계층 마스크 지원,뉴데일리,뉴데일리 강승탁 기자 = DGB대구은행(은행장 임성훈)은 어버이날을 맞아 지역 내 방역취약계층 어르신의 코로나19 극복에 힘을 보태기 위해 마스크 5만7000여 장을 전달한다고 밝혔다. 대한적십자사 대구지사(회장...
13,2021-05-02,2021,5,2,1분기 호실적에 내부등급법 승인 기대감까지 … 지방금융지주 주가 더 오르나,1분 호실 내부 등급 승인 대감 까지 지방 금융 지주 주가 오르다,파이낸셜뉴스,"같은 기간 DGB금융지주의 순이익도 882억원에서 1235억원으로 40% 늘었다. 시장금리 하락세가 진정되며 대구은행의 이자이익이 회복됐고, 특히 증권사의 수익이 실적 상승을 견인했다는 설명이다. 자회사인..."
14,2021-05-02,2021,5,2,"지방금융지주 1분기 역대급 순이익 ...비은행 '깜짝"" 실적",지방 금융 지주 1분 역대 순이익 은행 깜짝 실적,브릿지경제,"대구은행의 이자이익이 회복했고, 비은행 계열사인 하이투자증권, DGB캐피탈 등의 이익 증가세가 지속된 영향이다.계열사별 실적을 보면 대구은행의 1분기 순이익은 915억원으로 16.3% 증가했다. 지역 경기가..."
15,2021-05-02,2021,5,2,"[SR경제&라이프] 지방금융지주, 주가 30%↑…""깜짝 실적, 주가 추가 상승""",SR 경제 라이프 지방 금융 지주 주가 30% 깜짝 실적 주가 추가 상승,SR타임스,"DGB금융지주의 순이익도 882억원에서 1,235억원으로 40%나 늘었다. 시장금리 하락세가 진정되며 대구은행의 이자이익이 회복됐고, 특히 증권사의 수익이 실적 상승을 견인했다는 설명이다. 자회사인 하이투자증권의..."
16,2021-05-02,2021,5,2,지방금융지주도 1분기 ‘실적잔치’… 내부등급법 승인땐 몸값 더 오른다,지방 금융 주도 1분 실적 잔치 내부 등급 승인 몸값 오르다,파이낸셜뉴스,"같은 기간 DGB금융지주의 순이익도 882억원에서 1235억원으로 40% 늘었다. 시장금리 하락세가 진정되며 대구은행의 이자이익이 회복됐고, 특히 증권사의 수익이 실적 상승을 견인했다는 설명이다. 자회사인..."
17,2021-05-02,2021,5,2,코로나19 확산 초기 선제 대응 앞장,코로나 19 확산 초기 선제 대응 앞장,경북도민일보,임성훈 DGB대구은행장이 행정안전부장관상 표창을 수상한 뒤 기념촬영을 하고 있다. 사진=DGB대구은행 제공 DGB대구은행은 지난달 30일 코로나19 재난 방역 적극 참여 및 지역사회 지원활동에 기여한 공을 인정받아...
18,2021-05-02,2021,5,2,"DGB대구은행, 코로나19 대응 유공 행정안전부 장관표창",DGB 대구 은행 코로나 19 대응 유공 행정안전부 장관 표창,경상매일신문,DGB대구은행은 코로나19 재난 방역 적극 참여 및 지역사회 지원활동을 통한 사회적 기업으로서의 사회적 가치 구현에 기여한 공을 인정받아 ‘2021년 코로나19 대응 유공 표창’ 행정안전부 장관표창을 수상했다....
19,2021-05-02,2021,5,2,"DGB대구은행, 방역취약 어르신에 마스크 지원",DGB 대구 은행 방역 취약 어르신 마스크 지원,경상매일신문,DGB대구은행은 다가오는 어버이날을 맞아 지역 내 방역취약계층 어르신들의 코로나19 극복에 힘을 보태고자 마스크 5만7천여 장을 전달한다. 대한적십자사 대구지사에 전달된 이번 마스크는 계속되는 코로나19의...
20,2021-05-03,2021,5,3,"DGB대구은행, 어버이날 맞이 효(孝) 마스크 지원",DGB 대구 은행 어버이날 맞이 마스크 지원,시장경제신문,"방역취약계층에 KF94 5만7000장 전달 [시장경제=양일국 기자] 전광채 DGB대구은행 사회공헌홍보부장, 서문선 DGB대구은행 경영기획본부장, 송준기 대한적십자사 대구지사 회장, 박선영 대한적십자사 대구지사..."
21,2021-05-03,2021,5,3,은행권 가정의 달 이벤트 '풍성',은행권 가정 이벤트,FETV,"허인 국민은행장, 김지완 BNK금융 회장, 김태오 DGB금융 회장, 송종욱 광주은행장, 임성훈 대구은행장 등이 캠페인을 통해 어린이 보호구역에 대한 인식 제고에 동참했다. 한편 우리은행은 고객 경품 이벤트를..."
22,2021-05-03,2021,5,3,[성금내역] 아들 백혈병 투병 중임에도 도박 손대고 연락두절 된 남편으로 힘...,성금 아들 백혈병 투병 중임 에도 도박 손대다 연락 두절 되다 남편,매일신문,이 성금에는 ▷DGB대구은행 100만원 ▷구미현대병원 25만원 ▷봉산성결교회 10만원 ▷김윤숙 10만원 ▷정은주 10만원 ▷김경숙 5만원 ▷권오영 3만원 ▷김정수 3만원 ▷최선태 2만원 ▷홍종배 2만원 ▷김종식 1만원...
23,2021-05-03,2021,5,3,시중銀 넘어선 지방銀 수익성…어떻게?,시중 넘어서다 지방 수익 어떻,헤럴드경제,금융권의 ‘어닝 서프라이스’에 지방은행(DGB대구·BNK부산·BNK경남·JB전북·JB광주)도 합류했다. 특히 수익성 측면에서는 지방은행이 시중은행을 크게 앞섰다. 저원가성예금을 확보하는 동시에 이자수익률을 높인...
24,2021-05-03,2021,5,3,"DGB대구은행 - 한국장학재단, 우편전용 법인카드 발급 업무협약",DGB 대구 은행 한국 장학재단 우편 전용 법인 카드 발급 업무 협약,브레이크뉴스,DGB대구은행(은행장 임성훈)과 한국장학재단(이사장 이정우)은 법인카드의 효율적 운영 및 지역 상생 협력에 기여하고자 ‘우편전용 법인카드 발급업무협약’을...
25,2021-05-03,2021,5,3,"DGB금융그룹, 제13회 전국 초·중·고 NIE 에너지일기 공모전 개최",DGB 금융 그룹 13회 전국 중고 NIE 에너지 일기 공모전 개최,브레이크뉴스,"참여를 원하는 학생은 DGB금융지주 홈페이지에서 일기장을 다운로드 받아, 신문기사를 활용한 에너지 관련 일기를 열흘 이상 작성해 DGB대구은행 전 영업점 또는..."
26,2021-05-03,2021,5,3,"DGB대구은행, 비대면 채널 환전·외화적금 경품 이벤트",DGB 대구 은행 비대 채널 환전 외화 적금 경품 이벤트,뉴시스,DGB대구은행은 3일부터 오는 6월30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 IM외환딜러 이벤트를 한다. 최근 급격한 외국인 자금 유입으로 환율 변동성이 커져 외환 투자에 대한...
27,2021-05-03,2021,5,3,"DGB대구은행, 6월 말까지 'IM외환딜러' 이벤트 진행",DGB 대구 은행 6월 까지 IM 외환 딜러 이벤트 진행,데일리한국,비대면 환전서비스 이용하거나 적금상품 가입시 경품 증정 DGB대구은행이 오는 6월 30일까지 비대면 환전서비스를 이용하거나 상품에 가입하는 고객에게 경품을 증정하는 'IM외환딜러' 이벤트를 실시한다고 3일...
28,2021-05-03,2021,5,3,"대구銀, 비대면 환전·외화적금 경품행사",대구 비대 환전 외화 적금 경품 행사,헤럴드경제,DGB대구은행은 3일부터 오는 6월 30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 ‘IM외환딜러’ 이벤트를 실시한다고 밝혔다. 최근 급격한 외국인 자금 유입으로 환율 변동성이 커져...
29,2021-05-03,2021,5,3,"DGB대구은행, 비대면 채널 환전 및 외화 적금 가입 이벤트",DGB 대구 은행 비대 채널 환전 외화 적금 가입 이벤트,조세일보,DGB대구은행은 3일부터 오는 6월30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 IM외환딜러 이벤트를 실시한다고 밝혔다. 외국인 자금 유입으로 환율 변동성이 커져 외환 투자에 대한...
30,2021-05-03,2021,5,3,"DGB대구은행, 비대면 채널 환전 및 외화 적금 가입 고객 경품 이벤트",DGB 대구 은행 비대 채널 환전 외화 적금 가입 고객 경품 이벤트,대한금융신문,DGB대구은행(은행장 임성훈)은 3일(월)부터 오는 6월30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 'IM외환딜러' 이벤트를 실시한다고 밝혔다. 최근 급격한 외국인 자금 유입으로 환율...
31,2021-05-03,2021,5,3,"DGB대구은행, 비대면 환전·외화 적금 가입 고객 경품 이벤트 실시",DGB 대구 은행 비대 환전 외화 적금 가입 고객 경품 이벤트 실시,NSP통신,"외화 Buy&amp;Sell 실시간 거래 시 이벤트 기간 특별 환율우대 90% 최병수 기자, DGB대구은행(139130)은 3일부터 오는 6월 30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 ‘IM외환딜러’ 이벤트를..."
32,2021-05-03,2021,5,3,"대구은행, 비대면 채널 환전 및 외화 적금 가입 고객 경품 이벤트",대구 은행 비대 채널 환전 외화 적금 가입 고객 경품 이벤트,신아일보,"DGB대구은행은 3일부터 오는 6월 30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 ‘IM외환딜러’ 이벤트를 실시한다. 본 마케팅은 DGB대구은행의 비대면채널(IM뱅크, 인터넷뱅킹)을 통해..."
33,2021-05-03,2021,5,3,"DGB대구은행, ‘IM외환딜러’ 이벤트 진행",DGB 대구 은행 IM 외환 딜러 이벤트 진행,쿠키뉴스,DGB대구은행이 오는 6월30일까지 ‘IM외환딜러’ 이벤트를 실시한다. (DGB대구은행 제공) 2021.05.03 DGB대구은행은 오는 6월30일까지 ‘IM외환딜러’ 이벤트를 실시한다고 3일 밝혔다. 이벤트 기간 중 IM뱅크나...
34,2021-05-03,2021,5,3,"DGB대구은행, 비대면 환전·외화 적금 가입 경품 이벤트",DGB 대구 은행 비대 환전 외화 적금 가입 경품 이벤트,시장경제신문,'Buy&amp
35,2021-05-03,2021,5,3,"대구은행 ""비대면으로 환전·외화 적금 들면 경품이 와르르""",대구 은행 대면 환전 외화 적금 들다 경품 와르르,경북도민일보,DGB대구은행은 3일부터 오는 6월30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 'IM외환딜러' 이벤트를 실시한다고 3일 밝혔다. 이번 마케팅은 DGB대구은행의 비대면채널(IM뱅크...
36,2021-05-03,2021,5,3,"DGB대구銀, 비대면 환전‧외화적금 가입 대상 ‘경품’ 이벤트",DGB 대구 비대 환전 외화 적금 가입 대상 경품 이벤트,더퍼블릭,DGB대구은행(은행장 임성훈)은 3일부터 오는 6월30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 ‘IM외환딜러’ 이벤트를 실시한다고 밝혔다. 이는 DGB대구은행의 비대면채널(IM뱅크...
37,2021-05-03,2021,5,3,"DGB대구은행, 비대면으로 상품과 서비스 이용하면 경품 주는 행사",DGB 대구 은행 대면 상품 서비스 이용 경품 주다 행사,비즈니스포스트,DGB대구은행은 6월30일까지 비대면으로 외화 환전서비스를 이용하거나 외화 적금상품을 가입하는 고객에게 경품을 주는 '아이엠외환딜러(IM외환딜러)' 이벤트를 연다고 3일 밝혔다. DGB대구은행이 비대면으로 상품과...
38,2021-05-03,2021,5,3,"DGB대구은행 거점은행 없는 대전충청 본다, 임성훈 지역한계 넘기",DGB 대구 은행 거점 은행 없다 대전 충청 보다 임성훈 지역 한계 넘기다,비즈니스포스트,임성훈 DGB대구은행 은행장이 수도권은 물론 대전·충청지역까지 영업망을 확대하기 위해 힘쓰고 있다. 임 행장은 그동안 DGB대구은행의 지역적 한계를 극복하기 위해 적극적으로 수도권 진출을 추진해 왔는데 대전...
39,2021-05-03,2021,5,3,"DGB대구은행, 비대면 채널 환전 및 외화 적금 가입 고객 경품 이벤트",DGB 대구 은행 비대 채널 환전 외화 적금 가입 고객 경품 이벤트,국제뉴스,DGB대구은행(은행장 임성훈)은 3일(월)부터 오는 6월30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 'IM외환딜러' 이벤트를 실시한다고 밝혔다. 최근 급격한 외국인 자금 유입으로 환율...
40,2021-05-03,2021,5,3,"DGB대구은행, 비대면 환전서비스 등 고객 경품이벤트",DGB 대구 은행 비대 환전 서비스 고객 경품 이벤트,경북매일신문,DGB대구은행(은행장 임성훈)이 오는 6월 30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 'IM외환딜러' 이벤트를 실시한다고 3일 밝혔다. 이벤트는 DGB대구은행의 비대면채널(IM뱅크...
41,2021-05-03,2021,5,3,대구은행 'IM외환딜러 이벤트' 실시,대구 은행 IM 외환 딜러 이벤트 실시,대구신문,DGB대구은행은 3일부터 다음 달 30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 'IM외환딜러' 이벤트를 실시한다고 밝혔다. 최근 급격한 외국인 자금 유입으로 환율 변동성이 커져 외환...
42,2021-05-03,2021,5,3,"DGB대구은행, 비대면채널 환전ㆍ외화적금 가입 고객 경품 이벤트 실시",DGB 대구 은행 비대 채널 환전 외화 적금 가입 고객 경품 이벤트 실시,경상매일신문,DGB대구은행은 3일부터 오는 6월30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 ‘IM외환딜러’ 이벤트를 실시한다. 이벤트 기간 중 비대면채널을 통해 외화 Buy&amp
43,2021-05-04,2021,5,4,"DGB대구은행, 'IM외환딜러' 가입 고객 경품 증정",DGB 대구 은행 IM 외환 딜러 가입 고객 경품 증정,경북일보,대구은행 본점 DGB대구은행은 이달 3일부터 오는 6월 30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 'IM외환딜러' 이벤트를 실시한다고 밝혔다. 이 행사는 DGB대구은행의 비대면채널...
44,2021-05-04,2021,5,4,암호화폐 거래소 문 닫을 판인데… 은행들 “실명계좌 발급? 글쎄요”,암호 화폐 거래소 닫다 인데 은행 실명 계좌 발급 글쎄요,서울신문언론사 선정,"DGB대구은행은 검토 계획이 없다고 했지만, 향후 상황에 따라 발급할 수 있다는 가능성은 열어 뒀다. 전북은행도 위험성 때문에 아직 결정을 내리지 못한 상황이라고 했다. 인터넷전문은행들도 갈렸다. 카카오뱅크는..."
45,2021-05-04,2021,5,4,"‘비은행이 효자네’ 지방금융, 1분기 ‘역대급’ 실적 갱신",은행 효자 지방 금융 1분 역대 실적 갱신,쿠키뉴스,"그간 고전을 면치 못하던 대구은행의 이자이익이 회복한데 이어 비은행 계열사인 하이투자증권, DGB캐피탈 등의 호실적이 이어졌기 때문이다. 계열사별 실적을 보면 대구은행의 1분기 순이익은 915억원으로 16.3..."
46,2021-05-04,2021,5,4,[이웃사랑] 더 나은 삶 위해 탈북했지만…남편은 세상 떠나고 딸은 아파,이웃 사랑 나은 위해 탈북 남편 세상 떠나다 아프다,매일신문언론사 선정,※ 이웃사랑 성금 보내실 곳 대구은행 069-05-024143-008 / 우체국 700039-02-532604 예금주 : (주)매일신문사(이웃사랑) ▶DGB대구은행 IM샵 바로가기 (https://www.dgb.co.kr/cms/app/imshop_guide.html) [지난주 성금전달 내역] ◆아들 백혈병...
47,2021-05-04,2021,5,4,"[더벨][은행경영분석]대구은행, 성공적 '모기지' 전략…대손비용률 역대 최저",더벨 은행 경영 분석 대구 은행 성공 모기지 전략 대손 비용 역대 최저,더벨,*출처=DGB금융지주 마진 자체는 줄어들 수밖에 없었다. 대구은행의 대출수익률은 수년간 내리막길을 걷고 있다. 물론 지속적인 금리 인하에 따른 순이자마진(NIM) 악화 탓이 크지만 '건당 수익성'이 떨어지는...
48,2021-05-04,2021,5,4,"DGB대구은행, 비대면 채널 환전·외화 적금 가입 '경품 이벤트' 실시",DGB 대구 은행 비대 채널 환전 외화 적금 가입 경품 이벤트 실시,파이낸셜투데이,사진=DGB대구은행 DGB대구은행은 오는 6월 30일까지 비대면 환전서비스 이용 및 상품 가입 고객에게 경품을 증정하는 'IM외환딜러' 이벤트를 실시한다고 4일 밝혔다. 최근 급격한 외국인 자금 유입으로 환율 변동성이...
49,2021-05-04,2021,5,4,"DGB금융그룹, 사회복지지설ㆍ아동금융교육 지원…ESG 경영 실천",DGB 금융 그룹 회복 지지 아동 금융 교육 지원 ESG 경영 실천,CNB뉴스,(사진=대구은행 제공) DGB금융그룹이 지역 대표 기업으로써 지역 장애인 및 아동 사회복지시설 지원을 통해 ESG(환경·사회·지배구조) 경영 실천에 나선다. 가정의 달을 맞아 DGB금융그룹은 지난달 30일 대구광역시...
50,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞이 지역 아동 사랑의 빵 나눔",DGB 대구 은행 어린이날 맞이 지역 아동 사랑 나눔,아시아경제,DGB대구은행은 어린이날을 맞아 4일 사랑의 빵 나눔터에서 ‘지역 아동들을 위한 사랑의 빵 나눔 행사’를 진행했다고 밝혔다. DGB대구은행 임직원과 대학생 홍보대사 등 20여명이 철저한 방역수칙을 준수한 가운데 직접...
51,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞이 ‘지역 아동 사랑의 빵나눔 행사’ 진행",DGB 대구 은행 어린이날 맞이 지역 아동 사랑 나눔 행사 진행,스마트에프엔,DGB대구은행은 어린이날을 맞아 사랑의 빵 나눔터에서 ‘지역 아동들을 위한 사랑의 빵 나눔 행사’를 진행했다고 4일 밝혔다. DGB대구은행 임직원과 대학생 홍보대사 등 20여명이 철저한 방역수칙을 준수한 가운데 직접...
52,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞아 '사랑의 빵나눔' 행사 가져",DGB 대구 은행 어린이날 맞다 사랑 나눔 행사 가다,쿠키뉴스,DGB대구은행 임직원과 홍보대사들이 4일 사랑의 빵 나눔터에서 지역 어린들에게 나눠줄 빵과 쿠키를 포장하고 있다. (DGB대구은행 제공) 2021.05.04 DGB대구은행은 어린이날을 맞아 ‘사랑의 빵 나눔 행사’를 진행했다고...
53,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞이 지역 아동 사랑의 빵나눔",DGB 대구 은행 어린이날 맞이 지역 아동 사랑 나눔,국제뉴스,▲사진 상: DGB대구은행 사랑의 빵 나눔 (3) 좌)전광채 DGB사회공헌홍보부장 우)서문선 DGB부행장.▲사진 하 우: DGB대구은행 사랑의 빵 나눔 서문선 DGB부행장 심미진 사랑의 빵 나눔터 본부장(사진제공=DGB대구은행)...
54,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞아 '사랑의 빵 나눔 행사' 진행",DGB 대구 은행 어린이날 맞다 사랑 나눔 행사 진행,데일리한국,대구 서구 소재 지역아동센터 33개소 전달 예정 DGB대구은행이 어린이날을 맞아 사랑의 빵 나눔터에서 지역 아동들을 위한 사랑의 빵 나눔 행사를 진행했다고 4일 밝혔다. 이날 행사에는 대구은행 임직원과 대학생...
55,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞이 지역 아동 사랑의 빵나눔",DGB 대구 은행 어린이날 맞이 지역 아동 사랑 나눔,대한금융신문,"DGB대구은행 임직원과 대학생 홍보대사 등 20여명이 철저한 방역수칙을 준수한 가운데 직접 제과·제빵과 포장 작업에 참여했으며, 이날 만들어진 빵들은 대구 서구에 소재한 지역아동센터 33개소 아동들에게 전달될..."
56,2021-05-04,2021,5,4,"DGB대구은행 경북본부, 어른신 급식봉사 및 어려운 청소년 위문 격려",DGB 대구 은행 경북 본부 어르다 급식 봉사 어렵다 청소년 위문 격려,매일신문,DGB대구은행 경북본부(대표 김철호)는 4일 지역 홀몸노인들을 대상으로 급식봉사활동 및 가정 형편이 어려운 청소년들에게 위문품을 전달하고 격려했다. 또 6일에는 구미종합사회복지관 효나눔 행사...
57,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞이 지역 아동 사랑의 빵 나눔",DGB 대구 은행 어린이날 맞이 지역 아동 사랑 나눔,서울파이낸스,DGB대구은행은 어린이날을 맞아 4일 사랑의 빵 나눔터에서 '지역 아동들을 위한 사랑의 빵 나눔 행사'를 진행했다고 밝혔다. DGB대구은행 임직원과 대학생 홍보대사 등 20여명이 철저한 방역수칙을 준수한 가운데 직접...
58,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞이 지역 아동 사랑의 빵나눔",DGB 대구 은행 어린이날 맞이 지역 아동 사랑 나눔,조세일보,DGB대구은행은 어린이날을 맞아 4일 사랑의 빵 나눔터에서 지역 아동들을 위한 사랑의 빵 나눔 행사를 진행했다고 밝혔다. DGB대구은행 임직원과 대학생 홍보대사 등 20여명이 철저한 방역수칙을 준수한 가운데 직접...
59,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞아 지역 아동에게 사랑의 빵나눔",DGB 대구 은행 어린이날 맞다 지역 아동 에게 사랑 나눔,메트로신문,"DGB대구은행 사랑의 빵 나눔 행사에 참석한 전광채 DGB사회공헌홍보부장(왼쪽), 서문선 대구은행 부행장(오른쪽), 임직원 및 대학생 홍보대사들이 기념촬영을 하고 있다. /DGB대구은행 DGB대구은행은 어린이날을 맞아..."
60,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞아 지역아동 '사랑의 빵' 나눔 행사",DGB 대구 은행 어린이날 맞다 지역 아동 사랑 나눔 행사,아시아투데이,DGB대구은행은 어린이날을 맞아 4일 사단법인 사랑의연탄나눔운동의 ‘사랑의 빵’ 나눔터에서 지역 아동들을 위한 사랑의 빵 나눔 행사를 했다고 이날 밝혔다.DGB대구은행 임직원과 대학생 홍보대사 등 20여 명이...
61,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 아동센터 33곳 '사랑의 빵 나눔'",DGB 대구 은행 어린이날 아동 센터 33 사랑 나눔,뉴시스,DGB대구은행은 어린이날을 앞두고 4일 사랑의빵 나눔터에서 지역 아동들을 위한 '사랑의 빵 나눔'을 했다. DGB대구은행 임직원과 대학생 홍보대사 등 20여명이 방역수칙을 준수하면서 제과·제빵과 포장에 참여했다. 만든...
62,2021-05-04,2021,5,4,‘대구창업캠퍼스’를 아시나요? “창업지원의 산실”,창업 캠퍼스 알다 창업 지원 산실,매일신문,"대구창업캠퍼스는 연구개발특구진흥재단이 주관하고 DGB 대구은행이 후원하고 있으며, 설립취지는 창업 및 기업 성장지원에 최적화된 인프라를 구축 및 운영이다. 단순한 창원지원을 넘어 인큐베이팅 기능도 함께 한다...."
63,2021-05-04,2021,5,4,"DGB대구은행, 어린이날 맞이 사랑의 빵나눔 행사 진행",DGB 대구 은행 어린이날 맞이 사랑 나눔 행사 진행,NSP통신,"대구 서구 지역아동센터 33개소에 전달 최병수 기자, DGB대구은행(139130)은 어린이날을 맞아 4일 사랑의 빵 나눔터(이사장 이양우)에서 ‘지역 아동들을 위한 사랑의 빵 나눔 행사’를 진행했다. DGB대구은행 임직원과..."
64,2021-05-04,2021,5,4,"[BBS PLAZA]DGB대구은행, 어린이날 맞이 지역 아동 사랑의 빵나눔",BBS PLAZADGB 대구 은행 어린이날 맞이 지역 아동 사랑 나눔,BBS NEWS,"DGB대구은행 사랑의 빵 나눔, (왼쪽)전광채 DGB사회공헌홍보부장, (오른쪽))서문선 DGB부행장 DGB대구은행(은행장 임성훈)은 어린이날을 맞아 4일(화) 사랑의 빵 나눔터(이사장 이양우)에서 '지역 아동들을 위한 사랑의 빵..."
