,date,year,month,day,press,nouns_contents,label
2697,2020-03-04,2020,3,4,CNB뉴스,▲ CNB 뉴스 CNBNEWS 씨앤비 뉴스 DGB 대구 은행 본점 전경 사진 대구 은행 제공 DGB 대 구 은행 4일 광주 은행 코로나 19 확산 따르다 직원 지원 을 위해 전달 마스크 1만 장을 전달 받다 이르다 추후 지역 기관 관계자 에게,1
2698,2021-09-22,2021,9,22,이코노믹리뷰,DGB 대 구 은행 양호 여신 증가 마진 개선 을 통해 이자 이익 늘어나다 지역 건설 경기 회복 비다 수익 확대 돼다 IBK 투자 증권 김 갑 연구원 충당금 비용 감소 기 저 효과 있다 은행,1
2699,2021-05-13,2021,5,13,대구MBC,DGB 대 구 은행 대 구 신용 보증 재단 중소기업 소 상공 을 위 금융 지원 업무 협약 을 대 구 은행 신용 보증 재단 30억 원 을 특별 출연 하고 재단 이르다 바탕 심사 거치다 대구 지역 중소기업 및,1
2700,2019-10-25,2019,10,25,베타뉴스,▲ 왼쪽 부터 윤 종진 경북 행정부 지사 임성훈 DGB 대구 은행 상무 사진 DGB 대구 은행 대 구 은행 장학 문화재단 경상북도 24일 경북 신 청사 에서 자녀 정의 장학금 을 지원 둥이 가정 우대 문화 조성 협약,1
2701,2019-12-26,2019,12,26,팍스넷뉴스,밖에 신한은행 KEB 하나은행 DGB 대구 은행 부산 은행 등 대형 은행 업무 제휴 맺다 있다 빅밸류 다음 주목 하고 있다 시장 아파트 거래 사례 적다 시세 또는 담보 가치 산출 정확성 대 단지 보다,1
2702,2021-09-23,2021,9,23,데일리안언론사 선정,지방 은행 DGB 대 구 은행 지난 6월 대구 수성동 제 1 본점 1 호 전기차 도입 오다 2030년 까지 업무 용 차량 전체 친환경 차량 교체 하고 충전 소 역시 발 맞추다 지속 적 늘리다 갈다 계획 이다 전북 은행,1
2703,2021-07-29,2021,7,29,뉴스토마토,주력 계열 사인 대 구 은행 핵심 이익 개선 돼다 하이 투자 증권 DGB 캐피탈 등 비 은행 계열 사의 순이익 크게 증가 점 반영 되다 결과 실제 대 구 은행 상반기 순이익 1927억원 1년 전보 388,1
2704,2022-04-28,2022,4,28,더밸류뉴스,사진 DGB 금융 그룹 주력 계열 사인 DGB 대 구 은행 1분 기 당 기 순이익 전 년 동기 대비 297% 증가 1187억 원 을 기록 높다 인플레이션 따르다 기준금리 인상 영향 이자 이익 증가 추세 당분간 이어지다,1
2705,2019-06-14,2019,6,14,NSP통신,조인호 기자 DGB 대 구 은행 은행 장 김태오 지난 13일 대구 지방 보훈청 청장 박 신한 에서 호국보훈 달 을 맞다 1천만원 가량 보훈 가족 물품 후 원금 을 전달 날 행사 호국보훈 달인 6월 을 맞다 DGB 대 구 은행,1
2706,2021-09-09,2021,9,9,아시아투데이,취약 계층 지원 지역 경제 활성화 목표 DGB 대 구 은행 지역 경제 활성화 최 약 계층 지원 을 위해 9일 오전 대구 은행 시청 영업 부 에서 온누리 상품권 전달 식 을 진행 대 구 은행 매년 설 추석 명절 취약 계층 지원 을,1
2707,2020-11-26,2020,11,26,아시아투데이,우수 활동 랩 선정 상장 상금 수여 DGB 대 구 은행 26일 대구 동구 DGB 혁신 센터 에서 DGB 디지털 IT Ramp,1
2708,2020-07-20,2020,7,20,서울경제언론사 선정,CU 늘다 DGB 대구 은행 적금 특판 신한은행 무인 디지털 키 오스 크다 운영 삼성 화재 펫 보험 비대 판매 DB 손해 보험 자동차 보험 판매 등 금융업 계 협업 서비스 확대 하고 있다 양재석 BGF 리테일 마케팅 실장,1
2709,2019-05-16,2019,5,16,뉴스토마토,DIGNITY 늘다 DGB 금융 그룹 프리미엄 서비스 하나로 모으다 허브 역할 로 DGB 대 구 은행 PB 서비스 포함 DGB 마케팅 전반 사용 되다 예정 이다 DIGNITY 가다 적용 되다 첫 점포 △ DGB 대구 은행 본점,1
2710,2019-06-24,2019,6,24,더벨,이처럼 해외 주주 다양해지다 김태오 DGB 금융 회장 겸 대 구 은행 장 주주 가치 제 나서다 김 회장 지난달 27일 부터 30일 까지 3 박 4일 일정 홍콩 싱가포르 출장 길 오르다 그 현지 서 활동,1
2711,2020-12-26,2020,12,26,대구MBC,대구 경북 47 명 추가 확진 ‥ 가족 지인 감염 확산 DGB 대구 은행 착하다 임대료 운동 추진 대구 주택 거래 량 크게 늘다 수성구 감소 경상북도 노인 인구 증가 ‥ 내년 어르신 일자리 더 늘리다 대구 달성군 예비 문화 도시,1
2712,2021-08-27,2021,8,27,매일신문언론사 선정,DGB 대구 은행 경우 상품 판매 까지 중단 지는 않다 방침 이나 당국 권고 받아들이다 신용 대출 한도 하향 조정 방침 이다 27일 DGB 대 구 은행 앞서다 금융 당국 권고 따르다 신용 대출 한도 연 소득 이내 로 제한,-1
2713,2021-12-07,2021,12,7,노컷뉴스,DGB 대구 은행 제 1 노조 7일 성명 을 내 김태오 회장 조직 직원 을 지키다 위 최고경영자 로서 책임 무엇 인지 명확하다 인식 하고 조속 시기 거취 대한 결정 을 내 리기 바라다 사실 상 사퇴 요구,-1
2714,2020-11-19,2020,11,19,ZDNet Korea,DGB 대 구 은행 삼정 KPMG 오다 중소 중견 기업 지원 을 위 상호 협력 협약 을 체결 19일 밝히다 협약 따르다 양사 인수합병 Mamp ; A 가업승계 관련 컨설팅 서비스 제휴 업무 활성화 위 대구 은행 소비자 직원,1
2715,2021-10-14,2021,10,14,이코노미스트,같다 기간 부산 은행 DGB 대구 은행 역시 각각 99% 66% 증가 율 을 기록 지방 은행 3 곳 상반기 평균 가계 대출 증가 율 943% 로 4 대다 은행 KB 국민 신 하나 우리은행 평균 22% 보다 높다 수치 금융 당국 전 방위,1
2716,2020-06-03,2020,6,3,대구일보,DGB 대 구 은행 3일 지역 상품권 대구 행복 페이 출시 기념 행사 가지 판매 실시 DGB 대 구 은행 3일 지역 상품권 대구 행복 페이 출시 기념 행사 가지 판매 들어가다 대구시 발행 대 구 행복 페이 최근,1
2717,2019-08-01,2019,8,1,에너지경제,그룹 주력 계열 사인 DGB 대다 구 은행 영업 이익 당 기 순이익 시장 금리 하락 따르다 마진 감소 로 전 년 동기 대비 각각 116% 101% 감소 2318억원 1782억원 을 달성 DGB 대다 구 은행 최근 대출 성장 세,-1
2718,2021-08-02,2021,8,2,핀포인트뉴스,대 내외 불확실 성 지속 되다 가운데 시장 예 상치 크게 뛰어넘다 이익 을 달성 주된 이유 주력 계열 사인 DGB 대 구 은행 핵심 이익 꾸준하다 개선 돼다 하이 투자 증권 DGB 캐피탈 등 비 은행 계열 사의 순이익 크게,1
2719,2021-10-21,2021,10,21,쿠키뉴스,DGB 대구 은행 본점 DGB 대구 은행 제공 20211021 DGB 대 구 은행 올해 초 금융 사기 예방 을 위해 고도화 이상 금융 거래 탐지 시스템 Fraud Detection System 이하 FDS 크다 효과 거두다 것 나타나다 21일 DGB 대 구 은행,1
2720,2021-11-11,2021,11,11,신아일보,DGB 대 구 은행 우수 고객 대상 대구 미술관 모던 라이프 전시 초청 행사 11일 밝히다 대구 미술관 개관 10 주년 을 맞다 열리다 해외 교류 전 모던 라이프 내년 3월 말까지 열 린다 대 구 미술관 프랑스 매그,1
2721,2021-11-09,2021,11,9,대구신문,DGB 대구 은행 제 2 본점 에서 진행 보다 행사 재단 설립 연도 태어나다 대 구 지역 10 세 아동 을 비롯 아동 60 명과 함께 DGB 사회 공 헌 재단 날 행사 에서 동화책 단디 친구 이야기 발간,1
2722,2019-09-30,2019,9,30,머니투데이,DGB 대 구 은행 모바일 뱅킹 서비스 IM 뱅크 앱 을 전면 개편 대 구 은행 생활 밀착 형 간편 금융 서비스 특화된 플랫폼 IM 뱅크 개편 하고 IM 샵 모바일 웹 뱅킹 서비스 새롭다 출시 30일 밝히다,1
2723,2021-12-23,2021,12,23,대한금융신문,DGB 대 구 은행 은행 장 임성훈 22일 수 오후 대구 시청 별관 에서 대구시 주택 금융 공사 함께 대구시 청년 신혼부부 행복 주택 디딤돌 사업 업무 협약 을 체결 보다 협약 대구시 거주 청년 신혼부부 주거 안정 을,1
2724,2021-05-17,2021,5,17,아이뉴스24,DGB 금융 그룹 지속 가능하다 책임 경영 을 통해 기업 사회 적 책임 을 완수 하고 DGB 금융 지주 창립 10 주년 을 기념 위해 17일 대구 은행 제 2 본점 에서 지역 사 회복 시설 친환경 차량 을 전달 기념 행사 가지다 17일,1
2725,2020-02-24,2020,2,24,경북매일신문,DGB 대 구 은행 24일 코로나 19 확산 따르다 지역 위기 극복 을 위해 대 적십자사 대 구 경북 지사 통해 대구시 및 경 북도 각각 성금 5억원 을 전달 성금 코로나 19 질병 취약 계층 을 위 구호 물품 지원 의료 진,1
2726,2020-08-25,2020,8,25,연합뉴스,25일 DGB 대 구 은행 따르다 최근 무 방문 전세 자금 대출 안내 영상 을 만들다 은행 공식 유튜브 올리다 고객 공인 인증서 스마트폰 있다 은행 창구 갈다 필요 없이 영상 을 따라서 대출 을 신청 되다 은행,1
2727,2020-07-23,2020,7,23,국제뉴스,사진 제공 대구 적십자사 DGB 대 구 은행 은행 장 김태오 7월 22일 대 적십자사 대구 지사 회장 송준기 산격 종합 사회 복지관 에서 이동욱 북구 회의장 차 대식 북구 의회 행정 문화 위원 장이 참석 가운데 북구 지역,1
2728,2021-08-24,2021,8,24,소비자가 만드는 신문,기존 카카오 페이 계 열사 DGB 대구 은행 DGB 캐피탈 금융 상품 판매 등 제휴 맺다 활발하다 협업 관계 어가 있다 만큼 이번 제휴 통해 협력 범위 양사 전 계 열사 로 확대 계획 이다 김태오 DGB 금융 그룹 회장,1
2729,2022-01-20,2022,1,20,대경일보,DGB 대 구 은행 디지털 을 통한 소통 및 브랜드 이미지 높이다 위해 대국민 SNS 홍보단 DGB Player 디 플 2 기르다 모집 오다 23일 까지 모집 디플 개인 SNS 활동 을 통해 DGB 대 구 은행 을 홍보 것 주요 활동,1
2730,2020-04-21,2020,4,21,위클리오늘,DGB 대 구 은행 은행 장 김태오 디지털 경쟁력 확보 미래 영업 환경 대비 업무 프로세스 자동화 위해 BPR 시스템 전면 재 구축 착수 21일 밝히다 급격하다 변화 은행권 영업 환경 조직체 계,1
2731,2020-02-13,2020,2,13,시사위크,사진 왼쪽 부터 BNK 금융 사옥 JB 금융 여의도 사옥 DGB 대구 은행 본점 사옥 시 사위 크다 미정 기자   국내 지방 금융 지주사 순위 각 변동 일어나다 무섭다 성장 세 보이다 JB 금융 주가 DGB 금융 지주 제 치고 업계,1
2732,2021-05-12,2021,5,12,프레시안,DGB 대구 은행   30억원 출연    지역 사회 적 책임 이행   ESG 경영 실천 DGB 대 구 은행 12일 대 구 신용 보증 재단 대구 중소기업 소상 공인 금융 지원 업무 협약 을 체결 밝히다 경 기 침체 로 어려움 을 겪다 있다,1
2733,2019-07-10,2019,7,10,컨슈머타임스,핀 크다 Finnq 늘다 SK 텔레콤 DGB 대구 은행 등 협력 출시 티 하이파이브 T high 5 적금 상품 출시 40일 만에 가입 고객 5만 명을 돌파 10일 밝히다 티 하이파이브 적금 SKT 고객 에게 기본 금리 2% 대구 은행,1
2734,2019-11-20,2019,11,20,서울경제,DGB 금융 DGB 대 구 은행 DGB 생명 등 8 개 전 계 열사 직원 참여 직원 급여 1% 나눔 기금 조성 되다 재원 기 부금 을 조성 날 대구 경북 에서 각각 캠 패인 출범 식 참석 DGB 금융,1
2735,2021-12-23,2021,12,23,아시아투데이,DGB 대 구 은행 지난 22일 대구 시청 별관 에서 대구시 주택 금융 공사 함께 대구시 청년 신혼부부 행복 주택 디딤돌 사업 업무 협약 을 체결 23일 밝히다 이번 협약 대구시 거주 청년 신혼부부 주거 안정 을,1
2736,2021-02-26,2021,2,26,뉴시스,DGB 대 구 은행 3월 2일 우수 지식 재산 을 보유 지역 중소기업 금융 을 지원 혁신 금융 활성화 기여 IP 담보 대출 상품 DGB IP 모 아모 아 담보 대출 을 출시 기술 력 뛰어나다 담보 력 부족하다 중소기업,1
2737,2022-04-27,2022,4,27,쿠키뉴스,DGB 대구 은행 제공 캄보디아 현지 상업 은행 이다 받다 위해 브로커 통해 현지 공무원 에게 거액 뇌물 을 제공 혐의 로 재판 넘기다 김태오 DGB 금융 지주 회장 혐의 전면 부인 27일 대구 지법,-1
2738,2021-03-17,2021,3,17,경북일보,대구 은행 본점 DGB 대 구 은행 제 1회 소상 공인 홍보 지원 UCC 공모전 대구 경북 숨다 맛집 찾기 숨맛꼭질 을 개최 비대 채널 을 활용 지역 소상 공인 홍보 통한 매출 증대 지역 경제 활성화 위,1
2739,2021-12-23,2021,12,23,이코노믹리뷰,DGB 대 구 은행 청년 신혼부부 주거 안정 지원 나서다 DGB 대 구 은행 지난 22일 오후 대구 시청 별관 에서 대구시 주택 금융 공사 함께 대구시 청년 신혼부부 행복 주택 디딤돌 사업 업무 협약 을 체결 23일,1
2740,2021-04-22,2021,4,22,머니S언론사 선정,실제 지난해 지방 은행 실적 악화 일로 걸다 DGB 대구 BNK 경남 BNK 부산 JB 전북 JB 광주 등 5 대다 지방 은행 지난해 전체 순이익 9957억원 전 년 대비 112% 1259억원 감소 사모펀드 환매 중단 사태 등,-1
2741,2020-07-02,2020,7,2,CNB뉴스,▲ CNB 뉴스 CNBNEWS 씨앤비 뉴스 DGB 금융 지주 1일 오후 DGB 대구 은행 본점 에서 대구광역시 사회 경상북도 사회 함께 지역 의료 발전 및 상생 협력 을 위 업무 협약 을 체결 왼쪽 부터 이성구 대구 의사 회장,1
2742,2020-05-26,2020,5,26,디지털타임스,차기 은행 장 선임 기존 시기 동 일 특 화 되다 CEO 육성 프로그램 절차 진행 중 코로나 19 로 해외 연수 취소 등 일부 과정 조정 순연 DGB 금융 주가 코로나 19 여파 에도 불구 하고 오다 12월 말 예정 차기 DGB 대 구 은행 장,-1
2743,2019-05-07,2019,5,7,연합인포맥스,DGB 대 구 은행 SK 텔레콤 핀 크다 함께 디지털 금융 관련 서비스 개발 통신사 고객 을 기반 빅데이터 역량 을 강화하다 핀 테크 업체 핀 크다 제시 혁신 적 자산 관리 서비스 담다 비즈니스 모델 을,1
2744,2021-01-25,2021,1,25,메트로신문,김태오 DGB 금융 그룹 회장 DGB 금융 그룹 김태오 DGB 금융 그룹 회장 새해 맞다 지속 가능 성장 을 위 또한 국내 금융 권 최초 로 CEO 육 성 프로그램 을 통해 지난해 대 구 은행 장 을 선임 지배구조 선진 화 노력,1
2745,2020-12-18,2020,12,18,미디어펜,DGB 대구 은행 기업 뱅킹 전면 개편 돼다 사진 DGB 대구 은행 제공 DGB 대 구 은행 기업 용 인터넷 모바일 뱅킹 서비스 전면 개편 18일 밝히다 DGB 대 구 은행 언택트 시대 급변 디지털 환경 맞추다 고객 다양하다,1
2746,2022-04-19,2022,4,19,대경일보,DGB 대 구 은행 IM 뱅크 앱 을 통해 간편하다 외화 보관 하고 실시간 환전 및 희망 환율 환전 등 다양하다 편의 성 갖추다 외화 E 지갑 서비스 출시 이번 서비스 코로나 19 로 2년 넘다 자제 돼다 해외여행,1
2747,2019-10-11,2019,10,11,경북일보,DGB 대구 은행 기업 경영 컨설팅센터 경북 대학교 테크노 파크 10일 경북 대학교 테크노 빌딩 에서 창업 지원 활성화 위 상호 업무 협력 협약 식 을 개최 협약 식 창업 기업 성장 도약 을 위 멘토링 교육,1
2748,2019-10-01,2019,10,1,한스경제,1일 은행권 따르다 프로야구 시즌 종료 따르다 지난 3월 부터 DGB 대 구 광주 부산 경남 은행 판매 프로야구 예 적금 12 개월 형 상품 우대금리 확정 돼다 하지만 상품 가입 고객,-1
2749,2019-05-27,2019,5,27,경북매일신문,SK 텔레콤 DGB 대구 은행 등 손 을 잡고 고객 에게 최고 연 5 ％ 금리 제공 금리 적금 을 출시 SK 텔레콤 최근 DGB 대구 은행 주식회사 핀 크다 제휴 협약 식 을 갖다 T 하이 high 5 적금 을 28일 출시,1
2750,2020-06-23,2020,6,23,매일신문,DGB 대 구 은행 직장인 을 대상 서민 대출 중 금리 대출 한도 번 조회 수 있다 토닥토닥 서민 ＆ 중 금리 대출 을 출시 23일 밝히다 기존 판매 중 이던 DGB 새 희망 홀씨 대출 II 오다 DGB 똑똑 딴 딴 중 금리 대출,1
2751,2019-09-24,2019,9,24,파이낸셜뉴스,자금난 등 어려움 을 해소 일자리 지키다 총력 을 밝히다 한편 IBK 기업은행 및 DGB 대 구 은행 각각 200억원 을 공동 조성 도내 중소기업 총 400억원 저 금리 자금 을 지원 하고 있다,1
2752,2021-10-28,2021,10,28,경상매일신문,DGB 대 구 은행 지역 취약 계층 따뜻하다 겨울나기 위 2021 사랑 연탄 나눔 행사 실시 사랑 연탄 나눔 행사 따뜻하다 겨울나기 이웃 사랑 운동 일환 지난 2006년 부터 DGB 대 구 은행 매년,1
2753,2021-04-28,2021,4,28,경북일보,시작 대 구 은행 여행 관광 적금 상품 핫 플 적금 가입 티웨이항공 할인 권 을 지급 등 금융 여행 을 다양하다 방식 활용 실질 적 시너지 효과 내다 있다 밖에도 금융 교육 을 제공 DGB,1
2754,2020-09-08,2020,9,8,신아일보,DGB 대 구 은행   코로나 19 재 확산 및 장기 화로 어렵다   지역   중소기업 소 상공 을 대상 추석 특별 자금 을 대출 하고   위기 관리 종합 상담 창구   확대 운영 8일 밝히다 우선 대 구 은행 지역 중소기업 을,1
2755,2020-05-12,2020,5,12,아시아경제,DGB 대구 은행 기업 경 영 컨설팅 센터 경북 경영 총 협회 경북 지역 기업 고용 창 추다 활성화 위 상호 업무 협력 협약 식 을 진행 12일 밝히다 이번 협약 DGB 대구 은행 기업 경 영 컨설팅 센터 컨설팅 서비스 역량,1
2756,2019-08-01,2019,8,1,NSP통신,특히 그룹 주력 계열 사인 DGB 대 구 은행 영업 이익 당기다 순이익 시장 금리 하락 따르다 마진 감소 로 전 년 동기 대비 각각 116% 101% 감소 2318억원 1782억원 을 달성 총 대출 총 수신 각각 65% 54,-1
2757,2021-10-13,2021,10,13,뉴데일리,뉴데일리 강승탁 기자 DGB 대 구 은행 은행 장 임성훈 창립 54 주년 을 기념 코로나 19 장기 화로 어려움 을 겪다 있다 복지 사 각 계층 을 돕기 위해 사랑 쌀 을 전달 12일 밝히다 이번 전달 되다 쌀 1000 kg,1
2758,2021-03-10,2021,3,10,글로벌경제,DGB 대학 기 부금 간편 이체 서비스 임성훈 DGB 은행 장 신일희 계명 대학교 총장 DGB 대 구 은행 은행 장 임성훈 계명 대학교 총장 신일희 간편하다 대학 발전 기금 을 기부 수 있다 IM 뱅크 대학 기 부금 간편 이체 서비스,1
2759,2020-02-06,2020,2,6,조세일보,그룹 주력 계열 사인 DGB 대 구 은행 영업 이익 당기다 순이익 전 년 대비 각각 145% 202% 증가 3682억원 2823억원 을 기록 DGB 대 구 은행 원화 대출 전 년 대비 111% 증가 건전성 지표,1
2760,2021-02-08,2021,2,8,노컷뉴스,DGB 대 구 은행 은행 장 임성훈 외환 파생상품 키코 KIKO 사태 로 피해 입다 일부 기업 대해 자율 보상 을 진행 8일 대 구 은행 따르다 은행 지난 5일 이사회 열다 같다 방침 을 정 은행 측은 키코 분쟁,-1
2761,2020-12-17,2020,12,17,영남일보,기존 지역 소상 공인 코로나 19 지원 대책 을 한층 확대 대구 및 경북 지역 신용 보증 재단 인근 DGB 대구 은행 10 개 지점 대구 8 경북 2 코로나 19 소상 공인 종합 상담 창구 운영 하고 있다 상담 창구 통해 추가 유동성,1
2762,2020-04-28,2020,4,28,G밸리뉴스,국내 최대 VC 한국 투자 파트너 스 로부터 투자 유치하다 이미 성장 성 을 인정받다 P 2 P 플랫폼 칵테일 펀딩 보유 기술 을 원리금 수취 권 거래 기술 주택 평가 모형 등 기반 DGB 금융 그룹 주력 계열 사인 대 구 은행,1
2763,2021-04-21,2021,4,21,비즈니스포스트,DGB 대 구 은행 비대 전세 자금 대출 고객 에게 사지 원금 을 주다 DGB 대 구 은행 론 센터 창립 6 주년 을 기념 전 세 자금 필요하다 고객 을 대상 전세 자금 대출 받다 사지 원금 드리다 이벤트 진행 21일,1
2764,2020-01-16,2020,1,16,더벨,DGB 대 구 은행 전문 상담 조직 PRM Partner Relationship Management 조직 협업 위함 이다 PRM 영업 네트워크 풍부하다 퇴직 베테 랑 지점 장 로 구성 되다 어느 지점 이나 지역 묶이다 않다 이동식 지점,-1
2765,2021-10-05,2021,10,5,파이낸셜뉴스,상징 기업 대 구 은행 에서 불과 35년 사이 미래 형 자동차 의료 관련 기업 대구 상장 기업 시가총액 4 위 DGB 금융 지주 기타 금융업 1조 6796억 1800만원 5 위 에스엘 자동차 신품 부품 제조업 1조 3159억 400만원 6 위,1
2766,2020-10-26,2020,10,26,경상매일신문,DGB 대 구 은행 하이 투자 증권 26일 부산 지역 고객 을 위 시너지 금융 효과 내기 위해 부산 지역 첫 번째 복합 금융 점포 DIGNITY 디그 니 티 센텀시티 센터 오픈 점포 해운대구 센텀 스퀘어 2 층,1
2767,2019-05-27,2019,5,27,디지털데일리,SK 텔레콤 대표 박정호 핀 크다 ‧ DGB 대 구 은행 최대 T 하이 high 5 적금 을 28일 출시 27일 밝히다 적금 19 세 이상 SK 텔레콤 이용 고객 라면 누구 나 가입 수 있다 가입 희망 고객 스마트폰,1
2768,2022-04-04,2022,4,4,경북도민일보,왼쪽 부터 경북 신용 보증 재단 이사장 김세환 DGB 대 구 은행 장 임성훈 경상북도지사 이철우 사진 대구 은행 제공 DGB 대 구 은행 4일 경북 도청 에서 경북 신용 보증 재단 경북 소 기업 소 상공 금융 지원 업무 협약 을,1
2769,2021-06-23,2021,6,23,프레시안,임성훈 은행 장 디지털 트랜스 포 메이 션 글로벌 활성화 위 전략 수립 기반 확보   조직 문화 선진 화 계기 로 DGB 대 구 은행 업무 환경 변화 따르다 신 사업 제도 효과 적 분석 이르다 통한 수익 성 분석 을 위해,1
2770,2022-03-03,2022,3,3,지이코노미,1982 2003년 생 고객 대상 레트로 전자기기 外 추첨 증정 GECONOMY 코 노미 홍종락 기자 DGB 대 구 은행 은행 장 임성훈 MZ 세대 고객 을 대상 비대 채널 특정 상품 을 가입 고객 에게 100% 경품 을 증정,1
2771,2021-07-16,2021,7,16,서울파이낸스,DGB 대 구 은행 지난달 다양하다 종류 비대 신용 대출 상품 을 한번 조회 하고 가입 수 있다   IM 원샷 대출 한도 조회 서비스   출시 개별 대출 상품 을 일일이 조회 한도 금리 확인 번거롭다 움,1
2772,2021-02-25,2021,2,25,메트로신문,DGB 대 구 은행 다음 달 말 까지 20 대다 고객 을 대상 경품 추첨 이벤트 진행 DGB 대구 은행 DGB 대 구 은행 20 대다 고객 을 대상 IMTwenty 아 트웬티 내 꿈 응모 하고 내 원하다 선물 받다 이벤트,1
2773,2020-04-01,2020,4,1,경상매일신문,DGB 대 구 은행 론 센터 오픈 5 주년 을 기념 DGB 대구 은행 비대 대출 가입 고객 을 대상 2020년 쥐띠해 모바일 로 대출 신청 쥐 경품 추첨 이벤트 실시 이벤트 DGB 대구 은행 인터넷 뱅킹 또는,1
2774,2021-11-11,2021,11,11,화이트페이퍼,화이트 페이퍼 WHITEPAPER 사진 DGB 대구 은행 DGB 대 구 은행 장기 화 되다 코로나 19 로 지치다 지역 민 을 위로 하고   지역 대표 문화 기관 제휴 통한 문화 체험 제공 을 위해 대구 미술관 모던 라이프 전시 우수 고객 초청 행사,1
2775,2021-09-13,2021,9,13,SR타임스,내부통제 및 금융 소비자 보호 강화 DGB 대 구 은행 내부통제 및 금융 소비자 보호 강화 전문 분야 특화 위해 사내변호사 및 감정평가사 전 문 역 을 공개 채용 13일 밝히다 공개 채용 전문 역다 분야 별 경력 2년,1
2776,2021-02-02,2021,2,2,이데일리,이다 DGB 대 구 은행 DGB 캐피탈 축적 되다 노하우 바탕 두 회사 양질 경 영 컨설팅 금융 자문 을 제공 코로나 19 시기 업체 발전 지역 경제 활성화 도움 되다 노력 강조 진철,1
2777,2020-02-22,2020,2,22,대구신문,DGB 대 구 은행 21일 동산의료원 출장소 폐쇄키 로 대 구 은행 중구 대신동 동산병원 국가 지정 코로나 19 확 진자 전용 거점 병원 지정 돼다 날 오전 12시 부터 폐쇄 밝히다,-1
2778,2020-11-30,2020,11,30,아시아투데이,DGB 금융 그룹 지난 27일 대구시 북구 DGB 대구 은행 제 2 본점 에서 제 12회 전국 초 중고 NIE 에너지 일기 공모전 시상식 을 열다 30일 밝히다 해당 공모전 DGB 금융 그룹 닥터 안다 연사 랑 연구소 공동,1
2779,2019-11-27,2019,11,27,영남일보,DGB 금융 그룹 DGB 사회 공 헌 재단 이사장 김태오 지난 23일 DGB 대구 은행 제 2 본점 실내 체육관 에서 대구 청소년 300 여명 참여 2019 청소년 자원봉사 포스트 페스티벌 행사 가지다,1
2780,2020-12-09,2020,12,9,경북도민일보,DGB 대구 은행 안동 지점 지점 장 이재형 지난 8일 안동시 방문 희망 2021 나눔 캠페인 이웃 돕기 성금 200만 원 을 전달,1
2781,2019-12-13,2019,12,13,뉴데일리,아우르다 지난 8월 제 1 차 KOGAS 상생 협력 위원회 열다 중소 벤처기업 과의 소통 채널 을 구축 10월 에는 DGB 대 구 은행 지역 경제 활성화 위해 상생 펀드 운영 기금 200억원 총목표 1000억원 을 마련 등 중기 자금,1
2782,2020-05-15,2020,5,15,이데일리,DGB 금융 그룹 15일 대구 북구 본사 에서 그룹 창립 9 주년 기념 행사 개최 밝히다 코로나 19 여파 로 9 주년 기념 식 에서 주요 관계자 2020 기업 문화 슬로건 을 발표 하고 있다 사진 대구 은행 제공 김범준,1
2783,2021-07-26,2021,7,26,NSP통신,온라인 비대 야유회 경험 등 디지털 경험 확대 최병수 기자 DGB 대구 은행 139130 메타 버스 체험 을 통한 전 직원 디지털 트렌드 관심 을 제 고하 코로나 19 시대 새롭다 직원 단합 을 위 방안 메타 버스 에서,1
2784,2021-06-24,2021,6,24,아이뉴스24,예비 허가 신청 7 개사 중 DGB 대구 은행 전북 은행 KB 캐피탈 교보 생명 신 생명 KB 손해 보험 등 6 개사 예비 허가 받다 인공 지능 연구원 1 개사 사업 계획 타당성 등 부족하다 것 평가 돼다 예비 허가 받다,1
2785,2020-06-04,2020,6,4,비즈니스포스트,김태오 DGB 금융 지주 대표이사 회장 겸 DGB 대 구 은행 장이 6월 3일 경상북도 영천시 국립영천호국원 에서 봉사활동 참여 하고 있다 lt ; 대구 은행 gt ; 김태오 DGB 금융 지주 대표이사 회장 겸 DGB 대 구 은행 장이 6월 호국보훈 달 을,1
2786,2019-05-27,2019,5,27,뉴데일리,뉴데일리 신 희다 강 기자 SK 텔레콤 주식회사 핀 크다 DGB 대 구 은행 손잡다 고객 에게 최대 5% 혜택 을 제공 금리 적금 T high 5 적금 을 28일 출시 27일 밝히다 T high 5 적금 19 세 이상 SK 텔레콤 이용,1
2787,2020-06-09,2020,6,9,쿠키뉴스,DGB 대 구 은행 동대구역 DGB 대구 은행 Digital Zone 디지털 존 을 구축 9일 밝히다 디지털 존 무비 뮤직 존 VR 가상현 실존 DGB 홍보 존 등 구성 돼다 무비 뮤직 존 무료 영화 음악 을 즐기다 수 있다,1
2788,2020-07-16,2020,7,16,신아일보,DGB 대 구 은행   16일 초복 을 맞다 경북 구미시 구미 종합 사회 복지관 에서 복 福 삼계탕 나눔 행사 진행 밝히다 올해   행사 대 구 은행 기존 하절 기 지역 민 을 위해 무료 삼계탕 나눔 을 형태 변경,1
2789,2020-10-08,2020,10,8,뉴데일리,뉴데일리 윤희 원 기자 DGB 대 구 은행 캄보디아 현 법인 상업 은행 전환 성공하다 DGB 대 구 은행 지난 5일 캄보디아 현지 법인 DGB 특수은행 DGB SB 상업 은행 라이선스 획득 밝히다 앞서 4월,-1
